Dataline,Play,Act,Scene,Player,PlayerLine,Location
88039,Romeo and Juliet,4,5,FRIAR LAURENCE,"That you run mad, seeing that she is well:",Juliet's chamber
88040,Romeo and Juliet,4,5,FRIAR LAURENCE,"She's not well married that lives married long,",Juliet's chamber
88041,Romeo and Juliet,4,5,FRIAR LAURENCE,But she's best married that dies married young.,Juliet's chamber
88042,Romeo and Juliet,4,5,FRIAR LAURENCE,"Dry up your tears, and stick your rosemary",Juliet's chamber
88043,Romeo and Juliet,4,5,FRIAR LAURENCE,"On this fair corse, and, as the custom is,",Juliet's chamber
88044,Romeo and Juliet,4,5,FRIAR LAURENCE,In all her best array bear her to church:,Juliet's chamber
88045,Romeo and Juliet,4,5,FRIAR LAURENCE,"For though fond nature bids us an lament,",Juliet's chamber
88046,Romeo and Juliet,4,5,FRIAR LAURENCE,Yet nature's tears are reason's merriment.,Juliet's chamber
88047,Romeo and Juliet,4,5,CAPULET,"All things that we ordained festival,",Juliet's chamber
88048,Romeo and Juliet,4,5,CAPULET,"Turn from their office to black funeral,",Juliet's chamber
88049,Romeo and Juliet,4,5,CAPULET,"Our instruments to melancholy bells,",Juliet's chamber
88050,Romeo and Juliet,4,5,CAPULET,"Our wedding cheer to a sad burial feast,",Juliet's chamber
88051,Romeo and Juliet,4,5,CAPULET,"Our solemn hymns to sullen dirges change,",Juliet's chamber
88052,Romeo and Juliet,4,5,CAPULET,"Our bridal flowers serve for a buried corse,",Juliet's chamber
88053,Romeo and Juliet,4,5,CAPULET,And all things change them to the contrary.,Juliet's chamber
88054,Romeo and Juliet,4,5,FRIAR LAURENCE,"Sir, go you in, and, madam, go with him,",Juliet's chamber
88055,Romeo and Juliet,4,5,FRIAR LAURENCE,"And go, Sir Paris, every one prepare",Juliet's chamber
88056,Romeo and Juliet,4,5,FRIAR LAURENCE,To follow this fair corse unto her grave:,Juliet's chamber
88057,Romeo and Juliet,4,5,FRIAR LAURENCE,"The heavens do lour upon you for some ill,",Juliet's chamber
88058,Romeo and Juliet,4,5,FRIAR LAURENCE,Move them no more by crossing their high will.,Juliet's chamber
88059,Romeo and Juliet,4,,Stage Directions,"Exeunt CAPULET, LADY CAPULET, PARIS, and FRIAR LAURENCE",Juliet's chamber
88060,Romeo and Juliet,4,5,First Musician,"Faith, we may put up our pipes, and be gone.",Juliet's chamber
88061,Romeo and Juliet,4,5,Nurse,"Honest goodfellows, ah, put up, put up,",Juliet's chamber
88062,Romeo and Juliet,4,5,Nurse,"For, well you know, this is a pitiful case.",Juliet's chamber
88063,Romeo and Juliet,4,,Stage Directions,Exit,Juliet's chamber
88064,Romeo and Juliet,4,5,First Musician,"Ay, by my troth, the case may be amended.",Juliet's chamber
88065,Romeo and Juliet,4,,Stage Directions,Enter PETER,Juliet's chamber
88066,Romeo and Juliet,4,5,PETER,"Musicians, O, musicians, 'Heart's ease, Heart's",Juliet's chamber
88067,Romeo and Juliet,4,5,PETER,"ease:' O, an you will have me live, play 'Heart's ease.'",Juliet's chamber
88068,Romeo and Juliet,4,5,First Musician,Why 'Heart's ease?',Juliet's chamber
88069,Romeo and Juliet,4,5,PETER,"O, musicians, because my heart itself plays 'My",Juliet's chamber
88070,Romeo and Juliet,4,5,PETER,"heart is full of woe:' O, play me some merry dump,",Juliet's chamber
88071,Romeo and Juliet,4,5,PETER,to comfort me.,Juliet's chamber
88072,Romeo and Juliet,4,5,First Musician,"Not a dump we, 'tis no time to play now.",Juliet's chamber
88073,Romeo and Juliet,4,5,PETER,"You will not, then?",Juliet's chamber
88074,Romeo and Juliet,4,5,First Musician,No.,Juliet's chamber
88075,Romeo and Juliet,4,5,PETER,I will then give it you soundly.,Juliet's chamber
88076,Romeo and Juliet,4,5,First Musician,What will you give us?,Juliet's chamber
88077,Romeo and Juliet,4,5,PETER,"No money, on my faith, but the gleek,",Juliet's chamber
88078,Romeo and Juliet,4,5,PETER,I will give you the minstrel.,Juliet's chamber
88079,Romeo and Juliet,4,5,First Musician,Then I will give you the serving-creature.,Juliet's chamber
88080,Romeo and Juliet,4,5,PETER,Then will I lay the serving-creature's dagger on,Juliet's chamber
88081,Romeo and Juliet,4,5,PETER,"your pate. I will carry no crotchets: I'll re you,",Juliet's chamber
88082,Romeo and Juliet,4,5,PETER,"I'll fa you, do you note me?",Juliet's chamber
88083,Romeo and Juliet,4,5,First Musician,"An you re us and fa us, you note us.",Juliet's chamber
88084,Romeo and Juliet,4,5,Second Musician,"Pray you, put up your dagger, and put out your wit.",Juliet's chamber
88085,Romeo and Juliet,4,5,PETER,Then have at you with my wit! I will dry-beat you,Juliet's chamber
88086,Romeo and Juliet,4,5,PETER,"with an iron wit, and put up my iron dagger. Answer",Juliet's chamber
88087,Romeo and Juliet,4,5,PETER,me like men:,Juliet's chamber
88088,Romeo and Juliet,4,5,PETER,"'When griping grief the heart doth wound,",Juliet's chamber
88089,Romeo and Juliet,4,5,PETER,"And doleful dumps the mind oppress,",Juliet's chamber
88090,Romeo and Juliet,4,5,PETER,Then music with her silver sound'--,Juliet's chamber
88091,Romeo and Juliet,4,5,PETER,why 'silver sound'? why 'music with her silver,Juliet's chamber
88092,Romeo and Juliet,4,5,PETER,"sound'? What say you, Simon Catling?",Juliet's chamber
88093,Romeo and Juliet,4,5,Musician,"Marry, sir, because silver hath a sweet sound.",Juliet's chamber
88094,Romeo and Juliet,4,5,PETER,"Pretty! What say you, Hugh Rebeck?",Juliet's chamber
88095,Romeo and Juliet,4,5,Second Musician,"I say 'silver sound,' because musicians sound for silver.",Juliet's chamber
88096,Romeo and Juliet,4,5,PETER,"Pretty too! What say you, James Soundpost?",Juliet's chamber
88097,Romeo and Juliet,4,5,Third Musician,"Faith, I know not what to say.",Juliet's chamber
88098,Romeo and Juliet,4,5,PETER,"O, I cry you mercy, you are the singer: I will say",Juliet's chamber
88099,Romeo and Juliet,4,5,PETER,"for you. It is 'music with her silver sound,'",Juliet's chamber
88100,Romeo and Juliet,4,5,PETER,because musicians have no gold for sounding:,Juliet's chamber
88101,Romeo and Juliet,4,5,PETER,'Then music with her silver sound,Juliet's chamber
88102,Romeo and Juliet,4,5,PETER,With speedy help doth lend redress.',Juliet's chamber
88103,Romeo and Juliet,4,,Stage Directions,Exit,Juliet's chamber
88104,Romeo and Juliet,4,5,First Musician,What a pestilent knave is this same!,Juliet's chamber
88105,Romeo and Juliet,4,5,Second Musician,"Hang him, Jack! Come, we'll in here, tarry for the",Juliet's chamber
88106,Romeo and Juliet,4,5,Second Musician,"mourners, and stay dinner.",Juliet's chamber
88107,Romeo and Juliet,4,,Stage Directions,Exeunt,Juliet's chamber
88108,Romeo and Juliet,4,,Stage Directions,ACT V,Juliet's chamber
88109,Romeo and Juliet,4,,Stage Directions,SCENE I. Mantua. A street.,Street
88110,Romeo and Juliet,4,,Stage Directions,Enter ROMEO,Street
88111,Romeo and Juliet,5,1,ROMEO,"If I may trust the flattering truth of sleep,",Street
88112,Romeo and Juliet,5,1,ROMEO,My dreams presage some joyful news at hand:,Street
88113,Romeo and Juliet,5,1,ROMEO,"My bosom's lord sits lightly in his throne,",Street
88114,Romeo and Juliet,5,1,ROMEO,And all this day an unaccustom'd spirit,Street
88115,Romeo and Juliet,5,1,ROMEO,Lifts me above the ground with cheerful thoughts.,Street
88116,Romeo and Juliet,5,1,ROMEO,I dreamt my lady came and found me dead--,Street
88117,Romeo and Juliet,5,1,ROMEO,"Strange dream, that gives a dead man leave",Street
88118,Romeo and Juliet,5,1,ROMEO,to think!--,Street
88119,Romeo and Juliet,5,1,ROMEO,"And breathed such life with kisses in my lips,",Street
88120,Romeo and Juliet,5,1,ROMEO,"That I revived, and was an emperor.",Street
88121,Romeo and Juliet,5,1,ROMEO,"Ah me! how sweet is love itself possess'd,",Street
88122,Romeo and Juliet,5,1,ROMEO,When but love's shadows are so rich in joy!,Street
88123,Romeo and Juliet,5,,Stage Directions,"Enter BALTHASAR, booted",Street
88124,Romeo and Juliet,5,1,ROMEO,"News from Verona!--How now, Balthasar!",Street
88125,Romeo and Juliet,5,1,ROMEO,Dost thou not bring me letters from the friar?,Street
88126,Romeo and Juliet,5,1,ROMEO,How doth my lady? Is my father well?,Street
88127,Romeo and Juliet,5,1,ROMEO,"How fares my Juliet? that I ask again,",Street
88128,Romeo and Juliet,5,1,ROMEO,"For nothing can be ill, if she be well.",Street
88129,Romeo and Juliet,5,1,BALTHASAR,"Then she is well, and nothing can be ill:",Street
88130,Romeo and Juliet,5,1,BALTHASAR,"Her body sleeps in Capel's monument,",Street
88131,Romeo and Juliet,5,1,BALTHASAR,And her immortal part with angels lives.,Street
88132,Romeo and Juliet,5,1,BALTHASAR,"I saw her laid low in her kindred's vault,",Street
88133,Romeo and Juliet,5,1,BALTHASAR,And presently took post to tell it you:,Street
88134,Romeo and Juliet,5,1,BALTHASAR,"O, pardon me for bringing these ill news,",Street
88135,Romeo and Juliet,5,1,BALTHASAR,"Since you did leave it for my office, sir.",Street
88136,Romeo and Juliet,5,1,ROMEO,"Is it even so? then I defy you, stars!",Street
88137,Romeo and Juliet,5,1,ROMEO,"Thou know'st my lodging: get me ink and paper,",Street
88138,Romeo and Juliet,5,1,ROMEO,"And hire post-horses, I will hence to-night.",Street
88139,Romeo and Juliet,5,1,BALTHASAR,"I do beseech you, sir, have patience:",Street
88140,Romeo and Juliet,5,1,BALTHASAR,"Your looks are pale and wild, and do import",Street
88141,Romeo and Juliet,5,1,BALTHASAR,Some misadventure.,Street
88142,Romeo and Juliet,5,1,ROMEO,"Tush, thou art deceived:",Street
88143,Romeo and Juliet,5,1,ROMEO,"Leave me, and do the thing I bid thee do.",Street
88144,Romeo and Juliet,5,1,ROMEO,Hast thou no letters to me from the friar?,Street
88145,Romeo and Juliet,5,1,BALTHASAR,"No, my good lord.",Street
88146,Romeo and Juliet,5,1,ROMEO,"No matter: get thee gone,",Street
88147,Romeo and Juliet,5,1,ROMEO,"And hire those horses, I'll be with thee straight.",Street
88148,Romeo and Juliet,5,,Stage Directions,Exit BALTHASAR,Street
88149,Romeo and Juliet,5,1,ROMEO,"Well, Juliet, I will lie with thee to-night.",Street
88150,Romeo and Juliet,5,1,ROMEO,"Let's see for means: O mischief, thou art swift",Street
88151,Romeo and Juliet,5,1,ROMEO,To enter in the thoughts of desperate men!,Street
88152,Romeo and Juliet,5,1,ROMEO,"I do remember an apothecary,--",Street
88153,Romeo and Juliet,5,1,ROMEO,"And hereabouts he dwells,--which late I noted",Street
88154,Romeo and Juliet,5,1,ROMEO,"In tatter'd weeds, with overwhelming brows,",Street
88155,Romeo and Juliet,5,1,ROMEO,"Culling of simples, meagre were his looks,",Street
88156,Romeo and Juliet,5,1,ROMEO,Sharp misery had worn him to the bones:,Street
88157,Romeo and Juliet,5,1,ROMEO,"And in his needy shop a tortoise hung,",Street
88158,Romeo and Juliet,5,1,ROMEO,"An alligator stuff'd, and other skins",Street
88159,Romeo and Juliet,5,1,ROMEO,"Of ill-shaped fishes, and about his shelves",Street
88160,Romeo and Juliet,5,1,ROMEO,"A beggarly account of empty boxes,",Street
88161,Romeo and Juliet,5,1,ROMEO,"Green earthen pots, bladders and musty seeds,",Street
88162,Romeo and Juliet,5,1,ROMEO,"Remnants of packthread and old cakes of roses,",Street
88163,Romeo and Juliet,5,1,ROMEO,"Were thinly scatter'd, to make up a show.",Street
88164,Romeo and Juliet,5,1,ROMEO,"Noting this penury, to myself I said",Street
88165,Romeo and Juliet,5,1,ROMEO,"'An if a man did need a poison now,",Street
88166,Romeo and Juliet,5,1,ROMEO,"Whose sale is present death in Mantua,",Street
88167,Romeo and Juliet,5,1,ROMEO,Here lives a caitiff wretch would sell it him.',Street
88168,Romeo and Juliet,5,1,ROMEO,"O, this same thought did but forerun my need,",Street
88169,Romeo and Juliet,5,1,ROMEO,And this same needy man must sell it me.,Street
88170,Romeo and Juliet,5,1,ROMEO,"As I remember, this should be the house.",Street
88171,Romeo and Juliet,5,1,ROMEO,"Being holiday, the beggar's shop is shut.",Street
88172,Romeo and Juliet,5,1,ROMEO,"What, ho! apothecary!",Street
88173,Romeo and Juliet,5,,Stage Directions,Enter Apothecary,Street
88174,Romeo and Juliet,5,1,Apothecary,Who calls so loud?,Street
88175,Romeo and Juliet,5,1,ROMEO,"Come hither, man. I see that thou art poor:",Street
88176,Romeo and Juliet,5,1,ROMEO,"Hold, there is forty ducats: let me have",Street
88177,Romeo and Juliet,5,1,ROMEO,"A dram of poison, such soon-speeding gear",Street
88178,Romeo and Juliet,5,1,ROMEO,As will disperse itself through all the veins,Street
88179,Romeo and Juliet,5,1,ROMEO,That the life-weary taker may fall dead,Street
88180,Romeo and Juliet,5,1,ROMEO,And that the trunk may be discharged of breath,Street
88181,Romeo and Juliet,5,1,ROMEO,As violently as hasty powder fired,Street
88182,Romeo and Juliet,5,1,ROMEO,Doth hurry from the fatal cannon's womb.,Street
88183,Romeo and Juliet,5,1,Apothecary,"Such mortal drugs I have, but Mantua's law",Street
88184,Romeo and Juliet,5,1,Apothecary,Is death to any he that utters them.,Street
88185,Romeo and Juliet,5,1,ROMEO,"Art thou so bare and full of wretchedness,",Street
88186,Romeo and Juliet,5,1,ROMEO,"And fear'st to die? famine is in thy cheeks,",Street
88187,Romeo and Juliet,5,1,ROMEO,"Need and oppression starveth in thine eyes,",Street
88188,Romeo and Juliet,5,1,ROMEO,"Contempt and beggary hangs upon thy back,",Street
88189,Romeo and Juliet,5,1,ROMEO,"The world is not thy friend nor the world's law,",Street
88190,Romeo and Juliet,5,1,ROMEO,"The world affords no law to make thee rich,",Street
88191,Romeo and Juliet,5,1,ROMEO,"Then be not poor, but break it, and take this.",Street
88192,Romeo and Juliet,5,1,Apothecary,"My poverty, but not my will, consents.",Street
88193,Romeo and Juliet,5,1,ROMEO,"I pay thy poverty, and not thy will.",Street
88194,Romeo and Juliet,5,1,Apothecary,"Put this in any liquid thing you will,",Street
88195,Romeo and Juliet,5,1,Apothecary,"And drink it off, and, if you had the strength",Street
88196,Romeo and Juliet,5,1,Apothecary,"Of twenty men, it would dispatch you straight.",Street
88197,Romeo and Juliet,5,1,ROMEO,"There is thy gold, worse poison to men's souls,",Street
88198,Romeo and Juliet,5,1,ROMEO,"Doing more murders in this loathsome world,",Street
88199,Romeo and Juliet,5,1,ROMEO,Than these poor compounds that thou mayst not sell.,Street
88200,Romeo and Juliet,5,1,ROMEO,"I sell thee poison, thou hast sold me none.",Street
88201,Romeo and Juliet,5,1,ROMEO,"Farewell: buy food, and get thyself in flesh.",Street
88202,Romeo and Juliet,5,1,ROMEO,"Come, cordial and not poison, go with me",Street
88203,Romeo and Juliet,5,1,ROMEO,"To Juliet's grave, for there must I use thee.",Street
88204,Romeo and Juliet,5,,Stage Directions,Exeunt,Street
88205,Romeo and Juliet,5,,Stage Directions,SCENE II. Friar Laurence's cell.,Friar Laurence's cell
88206,Romeo and Juliet,5,,Stage Directions,Enter FRIAR JOHN,Friar Laurence's cell
88207,Romeo and Juliet,5,2,FRIAR JOHN,"Holy Franciscan friar! brother, ho!",Friar Laurence's cell
88208,Romeo and Juliet,5,,Stage Directions,Enter FRIAR LAURENCE,Friar Laurence's cell
88209,Romeo and Juliet,5,2,FRIAR LAURENCE,This same should be the voice of Friar John.,Friar Laurence's cell
88210,Romeo and Juliet,5,2,FRIAR LAURENCE,Welcome from Mantua: what says Romeo?,Friar Laurence's cell
88211,Romeo and Juliet,5,2,FRIAR LAURENCE,"Or, if his mind be writ, give me his letter.",Friar Laurence's cell
88212,Romeo and Juliet,5,2,FRIAR JOHN,Going to find a bare-foot brother out,Friar Laurence's cell
88213,Romeo and Juliet,5,2,FRIAR JOHN,"One of our order, to associate me,",Friar Laurence's cell
88214,Romeo and Juliet,5,2,FRIAR JOHN,"Here in this city visiting the sick,",Friar Laurence's cell
88215,Romeo and Juliet,5,2,FRIAR JOHN,"And finding him, the searchers of the town,",Friar Laurence's cell
88216,Romeo and Juliet,5,2,FRIAR JOHN,Suspecting that we both were in a house,Friar Laurence's cell
88217,Romeo and Juliet,5,2,FRIAR JOHN,"Where the infectious pestilence did reign,",Friar Laurence's cell
88218,Romeo and Juliet,5,2,FRIAR JOHN,"Seal'd up the doors, and would not let us forth,",Friar Laurence's cell
88219,Romeo and Juliet,5,2,FRIAR JOHN,So that my speed to Mantua there was stay'd.,Friar Laurence's cell
88220,Romeo and Juliet,5,2,FRIAR LAURENCE,"Who bare my letter, then, to Romeo?",Friar Laurence's cell
88221,Romeo and Juliet,5,2,FRIAR JOHN,"I could not send it,--here it is again,--",Friar Laurence's cell
88222,Romeo and Juliet,5,2,FRIAR JOHN,"Nor get a messenger to bring it thee,",Friar Laurence's cell
88223,Romeo and Juliet,5,2,FRIAR JOHN,So fearful were they of infection.,Friar Laurence's cell
88224,Romeo and Juliet,5,2,FRIAR LAURENCE,"Unhappy fortune! by my brotherhood,",Friar Laurence's cell
88225,Romeo and Juliet,5,2,FRIAR LAURENCE,The letter was not nice but full of charge,Friar Laurence's cell
88226,Romeo and Juliet,5,2,FRIAR LAURENCE,"Of dear import, and the neglecting it",Friar Laurence's cell
88227,Romeo and Juliet,5,2,FRIAR LAURENCE,"May do much danger. Friar John, go hence,",Friar Laurence's cell
88228,Romeo and Juliet,5,2,FRIAR LAURENCE,"Get me an iron crow, and bring it straight",Friar Laurence's cell
88229,Romeo and Juliet,5,2,FRIAR LAURENCE,Unto my cell.,Friar Laurence's cell
88230,Romeo and Juliet,5,2,FRIAR JOHN,"Brother, I'll go and bring it thee.",Friar Laurence's cell
88231,Romeo and Juliet,5,,Stage Directions,Exit,Friar Laurence's cell
88232,Romeo and Juliet,5,2,FRIAR LAURENCE,"Now must I to the monument alone,",Friar Laurence's cell
88233,Romeo and Juliet,5,2,FRIAR LAURENCE,Within three hours will fair Juliet wake:,Friar Laurence's cell
88234,Romeo and Juliet,5,2,FRIAR LAURENCE,She will beshrew me much that Romeo,Friar Laurence's cell
88235,Romeo and Juliet,5,2,FRIAR LAURENCE,"Hath had no notice of these accidents,",Friar Laurence's cell
88236,Romeo and Juliet,5,2,FRIAR LAURENCE,"But I will write again to Mantua,",Friar Laurence's cell
88237,Romeo and Juliet,5,2,FRIAR LAURENCE,"And keep her at my cell till Romeo come,",Friar Laurence's cell
88238,Romeo and Juliet,5,2,FRIAR LAURENCE,"Poor living corse, closed in a dead man's tomb!",Friar Laurence's cell
88239,Romeo and Juliet,5,,Stage Directions,Exit,Friar Laurence's cell
88240,Romeo and Juliet,5,,Stage Directions,"SCENE III. A churchyard, in it a tomb belonging to the Capulets.",Churchyard Tomb
88241,Romeo and Juliet,5,,Stage Directions,"Enter PARIS, and his Page bearing flowers and a torch",Churchyard Tomb
88242,Romeo and Juliet,5,3,PARIS,"Give me thy torch, boy: hence, and stand aloof:",Churchyard Tomb
88243,Romeo and Juliet,5,3,PARIS,"Yet put it out, for I would not be seen.",Churchyard Tomb
88244,Romeo and Juliet,5,3,PARIS,"Under yond yew-trees lay thee all along,",Churchyard Tomb
88245,Romeo and Juliet,5,3,PARIS,"Holding thine ear close to the hollow ground,",Churchyard Tomb
88246,Romeo and Juliet,5,3,PARIS,"So shall no foot upon the churchyard tread,",Churchyard Tomb
88247,Romeo and Juliet,5,3,PARIS,"Being loose, unfirm, with digging up of graves,",Churchyard Tomb
88248,Romeo and Juliet,5,3,PARIS,"But thou shalt hear it: whistle then to me,",Churchyard Tomb
88249,Romeo and Juliet,5,3,PARIS,As signal that thou hear'st something approach.,Churchyard Tomb
88250,Romeo and Juliet,5,3,PARIS,"Give me those flowers. Do as I bid thee, go.",Churchyard Tomb
88251,Romeo and Juliet,5,3,PAGE,[Aside]  I am almost afraid to stand alone,Churchyard Tomb
88252,Romeo and Juliet,5,3,PAGE,"Here in the churchyard, yet I will adventure.",Churchyard Tomb
88253,Romeo and Juliet,5,,Stage Directions,Retires,Churchyard Tomb
88254,Romeo and Juliet,5,3,PARIS,"Sweet flower, with flowers thy bridal bed I strew,--",Churchyard Tomb
88255,Romeo and Juliet,5,3,PARIS,"O woe! thy canopy is dust and stones,--",Churchyard Tomb
88256,Romeo and Juliet,5,3,PARIS,"Which with sweet water nightly I will dew,",Churchyard Tomb
88257,Romeo and Juliet,5,3,PARIS,"Or, wanting that, with tears distill'd by moans:",Churchyard Tomb
88258,Romeo and Juliet,5,3,PARIS,The obsequies that I for thee will keep,Churchyard Tomb
88259,Romeo and Juliet,5,3,PARIS,Nightly shall be to strew thy grave and weep.,Churchyard Tomb
88260,Romeo and Juliet,5,,Stage Directions,The Page whistles,Churchyard Tomb
88261,Romeo and Juliet,5,3,PARIS,The boy gives warning something doth approach.,Churchyard Tomb
88262,Romeo and Juliet,5,3,PARIS,"What cursed foot wanders this way to-night,",Churchyard Tomb
88263,Romeo and Juliet,5,3,PARIS,To cross my obsequies and true love's rite?,Churchyard Tomb
88264,Romeo and Juliet,5,3,PARIS,"What with a torch! muffle me, night, awhile.",Churchyard Tomb
88265,Romeo and Juliet,5,,Stage Directions,Retires,Churchyard Tomb
88266,Romeo and Juliet,5,,Stage Directions,"Enter ROMEO and BALTHASAR, with a torch, mattock,  and c",Churchyard Tomb
88267,Romeo and Juliet,5,3,ROMEO,Give me that mattock and the wrenching iron.,Churchyard Tomb
88268,Romeo and Juliet,5,3,ROMEO,"Hold, take this letter, early in the morning",Churchyard Tomb
88269,Romeo and Juliet,5,3,ROMEO,See thou deliver it to my lord and father.,Churchyard Tomb
88270,Romeo and Juliet,5,3,ROMEO,"Give me the light: upon thy life, I charge thee,",Churchyard Tomb
88271,Romeo and Juliet,5,3,ROMEO,"Whate'er thou hear'st or seest, stand all aloof,",Churchyard Tomb
88272,Romeo and Juliet,5,3,ROMEO,And do not interrupt me in my course.,Churchyard Tomb
88273,Romeo and Juliet,5,3,ROMEO,"Why I descend into this bed of death,",Churchyard Tomb
88274,Romeo and Juliet,5,3,ROMEO,"Is partly to behold my lady's face,",Churchyard Tomb
88275,Romeo and Juliet,5,3,ROMEO,But chiefly to take thence from her dead finger,Churchyard Tomb
88276,Romeo and Juliet,5,3,ROMEO,"A precious ring, a ring that I must use",Churchyard Tomb
88277,Romeo and Juliet,5,3,ROMEO,"In dear employment: therefore hence, be gone:",Churchyard Tomb
88278,Romeo and Juliet,5,3,ROMEO,"But if thou, jealous, dost return to pry",Churchyard Tomb
88279,Romeo and Juliet,5,3,ROMEO,"In what I further shall intend to do,",Churchyard Tomb
88280,Romeo and Juliet,5,3,ROMEO,"By heaven, I will tear thee joint by joint",Churchyard Tomb
88281,Romeo and Juliet,5,3,ROMEO,And strew this hungry churchyard with thy limbs:,Churchyard Tomb
88282,Romeo and Juliet,5,3,ROMEO,"The time and my intents are savage-wild,",Churchyard Tomb
88283,Romeo and Juliet,5,3,ROMEO,More fierce and more inexorable far,Churchyard Tomb
88284,Romeo and Juliet,5,3,ROMEO,Than empty tigers or the roaring sea.,Churchyard Tomb
88285,Romeo and Juliet,5,3,BALTHASAR,"I will be gone, sir, and not trouble you.",Churchyard Tomb
88286,Romeo and Juliet,5,3,ROMEO,So shalt thou show me friendship. Take thou that:,Churchyard Tomb
88287,Romeo and Juliet,5,3,ROMEO,"Live, and be prosperous: and farewell, good fellow.",Churchyard Tomb
88288,Romeo and Juliet,5,3,BALTHASAR,"[Aside]  For all this same, I'll hide me hereabout:",Churchyard Tomb
88289,Romeo and Juliet,5,3,BALTHASAR,"His looks I fear, and his intents I doubt.",Churchyard Tomb
88290,Romeo and Juliet,5,,Stage Directions,Retires,Churchyard Tomb
88291,Romeo and Juliet,5,3,ROMEO,"Thou detestable maw, thou womb of death,",Churchyard Tomb
88292,Romeo and Juliet,5,3,ROMEO,"Gorged with the dearest morsel of the earth,",Churchyard Tomb
88293,Romeo and Juliet,5,3,ROMEO,"Thus I enforce thy rotten jaws to open,",Churchyard Tomb
88294,Romeo and Juliet,5,3,ROMEO,"And, in despite, I'll cram thee with more food!",Churchyard Tomb
88295,Romeo and Juliet,5,,Stage Directions,Opens the tomb,Churchyard Tomb
88296,Romeo and Juliet,5,3,PARIS,"This is that banish'd haughty Montague,",Churchyard Tomb
88297,Romeo and Juliet,5,3,PARIS,"That murder'd my love's cousin, with which grief,",Churchyard Tomb
88298,Romeo and Juliet,5,3,PARIS,"It is supposed, the fair creature died,",Churchyard Tomb
88299,Romeo and Juliet,5,3,PARIS,And here is come to do some villanous shame,Churchyard Tomb
88300,Romeo and Juliet,5,3,PARIS,To the dead bodies: I will apprehend him.,Churchyard Tomb
88301,Romeo and Juliet,5,,Stage Directions,Comes forward,Churchyard Tomb
88302,Romeo and Juliet,5,3,PARIS,"Stop thy unhallow'd toil, vile Montague!",Churchyard Tomb
88303,Romeo and Juliet,5,3,PARIS,Can vengeance be pursued further than death?,Churchyard Tomb
88304,Romeo and Juliet,5,3,PARIS,"Condemned villain, I do apprehend thee:",Churchyard Tomb
88305,Romeo and Juliet,5,3,PARIS,"Obey, and go with me, for thou must die.",Churchyard Tomb
88306,Romeo and Juliet,5,3,ROMEO,"I must indeed, and therefore came I hither.",Churchyard Tomb
88307,Romeo and Juliet,5,3,ROMEO,"Good gentle youth, tempt not a desperate man,",Churchyard Tomb
88308,Romeo and Juliet,5,3,ROMEO,"Fly hence, and leave me: think upon these gone,",Churchyard Tomb
88309,Romeo and Juliet,5,3,ROMEO,"Let them affright thee. I beseech thee, youth,",Churchyard Tomb
88310,Romeo and Juliet,5,3,ROMEO,"Put not another sin upon my head,",Churchyard Tomb
88311,Romeo and Juliet,5,3,ROMEO,"By urging me to fury: O, be gone!",Churchyard Tomb
88312,Romeo and Juliet,5,3,ROMEO,"By heaven, I love thee better than myself,",Churchyard Tomb
88313,Romeo and Juliet,5,3,ROMEO,For I come hither arm'd against myself:,Churchyard Tomb
88314,Romeo and Juliet,5,3,ROMEO,"Stay not, be gone, live, and hereafter say,",Churchyard Tomb
88315,Romeo and Juliet,5,3,ROMEO,A madman's mercy bade thee run away.,Churchyard Tomb
88316,Romeo and Juliet,5,3,PARIS,"I do defy thy conjurations,",Churchyard Tomb
88317,Romeo and Juliet,5,3,PARIS,And apprehend thee for a felon here.,Churchyard Tomb
88318,Romeo and Juliet,5,3,ROMEO,"Wilt thou provoke me? then have at thee, boy!",Churchyard Tomb
88319,Romeo and Juliet,5,,Stage Directions,They fight,Churchyard Tomb
88320,Romeo and Juliet,5,3,PAGE,"O Lord, they fight! I will go call the watch.",Churchyard Tomb
88321,Romeo and Juliet,5,,Stage Directions,Exit,Churchyard Tomb
88322,Romeo and Juliet,5,3,PARIS,"O, I am slain!",Churchyard Tomb
88323,Romeo and Juliet,5,,Stage Directions,Falls,Churchyard Tomb
88324,Romeo and Juliet,5,3,PARIS,"If thou be merciful,",Churchyard Tomb
88325,Romeo and Juliet,5,3,PARIS,"Open the tomb, lay me with Juliet.",Churchyard Tomb
88326,Romeo and Juliet,5,,Stage Directions,Dies,Churchyard Tomb
88327,Romeo and Juliet,5,3,ROMEO,"In faith, I will. Let me peruse this face.",Churchyard Tomb
88328,Romeo and Juliet,5,3,ROMEO,"Mercutio's kinsman, noble County Paris!",Churchyard Tomb
88329,Romeo and Juliet,5,3,ROMEO,"What said my man, when my betossed soul",Churchyard Tomb
88330,Romeo and Juliet,5,3,ROMEO,Did not attend him as we rode? I think,Churchyard Tomb
88331,Romeo and Juliet,5,3,ROMEO,He told me Paris should have married Juliet:,Churchyard Tomb
88332,Romeo and Juliet,5,3,ROMEO,Said he not so? or did I dream it so?,Churchyard Tomb
88333,Romeo and Juliet,5,3,ROMEO,"Or am I mad, hearing him talk of Juliet,",Churchyard Tomb
88334,Romeo and Juliet,5,3,ROMEO,"To think it was so? O, give me thy hand,",Churchyard Tomb
